Year,Month,dewey,counts
2007,05-06,800,206
2007,05-06,900,405
2007,05-07,0,4587
2007,05-07,100,216
2007,05-07,200,146
2007,05-07,300,669
2007,05-07,400,72
2007,05-07,500,248
2007,05-07,600,945
2007,05-07,700,1352
2007,05-07,800,377
2007,05-07,900,652
2007,05-08,0,4428
2007,05-08,100,200
2007,05-08,200,221
2007,05-08,300,643
2007,05-08,400,64
2007,05-08,500,312
2007,05-08,600,942
2007,05-08,700,1564
2007,05-08,800,330
2007,05-08,900,638
2007,05-09,0,5480
2007,05-09,100,283
2007,05-09,200,225
2007,05-09,300,840
2007,05-09,400,53
2007,05-09,500,386
2007,05-09,600,1246
2007,05-09,700,1780
2007,05-09,800,333
2007,05-09,900,697
2007,05-10,0,5078
2007,05-10,100,196
2007,05-10,200,175
2007,05-10,300,789
2007,05-10,400,73
2007,05-10,500,293
2007,05-10,600,1060
2007,05-10,700,1589
2007,05-10,800,340
2007,05-10,900,675
2007,05-11,0,4188
2007,05-11,100,165
2007,05-11,200,235
2007,05-11,300,688
2007,05-11,400,53
2007,05-11,500,264
2007,05-11,600,903
2007,05-11,700,1387
2007,05-11,800,244
2007,05-11,900,617
2007,05-12,0,4267
2007,05-12,100,206
2007,05-12,200,182
2007,05-12,300,715
2007,05-12,400,42
2007,05-12,500,270
2007,05-12,600,1106
2007,05-12,700,1423
2007,05-12,800,328
2007,05-12,900,681
2007,05-13,0,2200
2007,05-13,100,88
2007,05-13,200,93
2007,05-13,300,404
2007,05-13,400,30
2007,05-13,500,190
2007,05-13,600,494
2007,05-13,700,728
2007,05-13,800,194
2007,05-13,900,295
2007,05-14,0,4533
2007,05-14,100,178
2007,05-14,200,157
2007,05-14,300,668
2007,05-14,400,44
2007,05-14,500,296
2007,05-14,600,954
2007,05-14,700,1360
2007,05-14,800,362
2007,05-14,900,571
2007,05-15,0,4159
2007,05-15,100,198
2007,05-15,200,175
2007,05-15,300,686
2007,05-15,400,41
2007,05-15,500,211
2007,05-15,600,1039
2007,05-15,700,1364
2007,05-15,800,354
2007,05-15,900,573
2007,05-16,0,5826
2007,05-16,100,316
2007,05-16,200,229
2007,05-16,300,875
2007,05-16,400,86
2007,05-16,500,349
2007,05-16,600,1313
2007,05-16,700,1903
2007,05-16,800,372
2007,05-16,900,658
2007,05-17,0,5095
2007,05-17,100,238
2007,05-17,200,197
2007,05-17,300,876
2007,05-17,400,60
2007,05-17,500,364
2007,05-17,600,1193
2007,05-17,700,1512
2007,05-17,800,368
2007,05-17,900,586
2007,05-18,0,4219
2007,05-18,100,191
2007,05-18,200,169
2007,05-18,300,719
2007,05-18,400,60
2007,05-18,500,229
2007,05-18,600,1076
2007,05-18,700,1244
2007,05-18,800,298
2007,05-18,900,619
2007,05-19,0,4467
2007,05-19,100,234
2007,05-19,200,222
2007,05-19,300,875
2007,05-19,400,70
2007,05-19,500,293
2007,05-19,600,1244
2007,05-19,700,1551
2007,05-19,800,351
2007,05-19,900,620
2007,05-20,0,2417
2007,05-20,100,108
2007,05-20,200,92
2007,05-20,300,363
2007,05-20,400,24
2007,05-20,500,212
2007,05-20,600,654
2007,05-20,700,675
2007,05-20,800,112
2007,05-20,900,378
2007,05-21,0,5041
2007,05-21,100,226
2007,05-21,200,215
2007,05-21,300,870
2007,05-21,400,58
2007,05-21,500,286
2007,05-21,600,1138
2007,05-21,700,1426
2007,05-21,800,346
2007,05-21,900,653
2007,05-22,0,4595
2007,05-22,100,267
2007,05-22,200,165
2007,05-22,300,723
2007,05-22,400,60
2007,05-22,500,247
2007,05-22,600,1083
2007,05-22,700,1347
2007,05-22,800,300
2007,05-22,900,601
2007,05-23,0,5487
2007,05-23,100,273
2007,05-23,200,206
2007,05-23,300,904
2007,05-23,400,96
2007,05-23,500,423
2007,05-23,600,1388
2007,05-23,700,1691
2007,05-23,800,427
2007,05-23,900,737
2007,05-24,0,4679
2007,05-24,100,267
2007,05-24,200,243
2007,05-24,300,774
2007,05-24,400,58
2007,05-24,500,309
2007,05-24,600,1207
2007,05-24,700,1305
2007,05-24,800,357
2007,05-24,900,651
2007,05-25,0,4548
2007,05-25,100,189
2007,05-25,200,216
2007,05-25,300,740
2007,05-25,400,68
2007,05-25,500,236
2007,05-25,600,1058
2007,05-25,700,1298
2007,05-25,800,329
2007,05-25,900,613
2007,05-26,0,4742
2007,05-26,100,256
2007,05-26,200,196
2007,05-26,300,830
2007,05-26,400,56
2007,05-26,500,320
2007,05-26,600,1135
2007,05-26,700,1466
2007,05-26,800,418
2007,05-26,900,684
2007,05-27,0,2639
2007,05-27,100,131
2007,05-27,200,99
2007,05-27,300,426
2007,05-27,400,39
2007,05-27,500,215
2007,05-27,600,518
2007,05-27,700,731
2007,05-27,800,242
2007,05-27,900,401
2007,05-29,0,5190
2007,05-29,100,251
2007,05-29,200,223
2007,05-29,300,852
2007,05-29,400,77
2007,05-29,500,315
2007,05-29,600,1122
2007,05-29,700,1708
2007,05-29,800,537
2007,05-29,900,752
2007,05-30,0,5704
2007,05-30,100,291
2007,05-30,200,184
2007,05-30,300,760
2007,05-30,400,53
2007,05-30,500,340
2007,05-30,600,1228
2007,05-30,700,1668
2007,05-30,800,438
2007,05-30,900,658
2007,05-31,0,5643
2007,05-31,100,220
2007,05-31,200,270
2007,05-31,300,765
2007,05-31,400,79
2007,05-31,500,350
2007,05-31,600,1335
2007,05-31,700,1511
2007,05-31,800,397
2007,05-31,900,664
2007,06-01,0,5190
2007,06-01,100,182
2007,06-01,200,199
2007,06-01,300,705
2007,06-01,400,64
2007,06-01,500,265
2007,06-01,600,1088
2007,06-01,700,1440
2007,06-01,800,376
2007,06-01,900,665
2007,06-02,0,5721
2007,06-02,100,187
2007,06-02,200,198
2007,06-02,300,759
2007,06-02,400,81
2007,06-02,500,347
2007,06-02,600,1259
2007,06-02,700,1649
2007,06-02,800,429
2007,06-02,900,749
2007,06-03,0,2649
2007,06-03,100,116
2007,06-03,200,101
2007,06-03,300,364
2007,06-03,400,31
2007,06-03,500,181
2007,06-03,600,490
2007,06-03,700,839
2007,06-03,800,190
2007,06-03,900,275
2007,06-04,0,6357
2007,06-04,100,232
2007,06-04,200,209
2007,06-04,300,720
2007,06-04,400,75
2007,06-04,500,375
2007,06-04,600,1230
2007,06-04,700,1542
2007,06-04,800,403
2007,06-04,900,780
2007,06-05,0,6751
2007,06-05,100,234
2007,06-05,200,211
2007,06-05,300,970
2007,06-05,400,77
2007,06-05,500,436
2007,06-05,600,1214
2007,06-05,700,1747
2007,06-05,800,530
2007,06-05,900,799
2007,06-06,0,7533
2007,06-06,100,331
2007,06-06,200,252
2007,06-06,300,995
2007,06-06,400,50
2007,06-06,500,361
2007,06-06,600,1495
2007,06-06,700,2126
2007,06-06,800,513
2007,06-06,900,989
2007,06-07,0,7740
2007,06-07,100,284
2007,06-07,200,295
2007,06-07,300,1012
2007,06-07,400,68
2007,06-07,500,338
2007,06-07,600,1617
2007,06-07,700,2029
2007,06-07,800,454
2007,06-07,900,806
2007,06-08,0,5594
2007,06-08,100,270
2007,06-08,200,241
2007,06-08,300,859
2007,06-08,400,51
2007,06-08,500,268
2007,06-08,600,1287
2007,06-08,700,1626
2007,06-08,800,414
2007,06-08,900,626
2007,06-09,0,7103
2007,06-09,100,320
2007,06-09,200,216
2007,06-09,300,900
2007,06-09,400,87
2007,06-09,500,318
2007,06-09,600,1423
2007,06-09,700,1745
2007,06-09,800,453
2007,06-09,900,825
2007,06-10,0,3268
2007,06-10,100,135
2007,06-10,200,116
2007,06-10,300,452
2007,06-10,400,39
2007,06-10,500,181
2007,06-10,600,602
2007,06-10,700,854
2007,06-10,800,233
2007,06-10,900,401
2007,06-11,0,6562
2007,06-11,100,264
2007,06-11,200,192
2007,06-11,300,878
2007,06-11,400,74
2007,06-11,500,364
2007,06-11,600,1375
2007,06-11,700,1730
2007,06-11,800,481
2007,06-11,900,792
2007,06-12,0,6386
2007,06-12,100,234
2007,06-12,200,203
2007,06-12,300,876
2007,06-12,400,76
2007,06-12,500,347
2007,06-12,600,1312
2007,06-12,700,1780
2007,06-12,800,494
2007,06-12,900,761
2007,06-13,0,7879
2007,06-13,100,292
2007,06-13,200,237
2007,06-13,300,1077
2007,06-13,400,115
2007,06-13,500,470
2007,06-13,600,1511
2007,06-13,700,2085
2007,06-13,800,481
2007,06-13,900,857
2007,06-14,0,7496
2007,06-14,100,282
2007,06-14,200,252
2007,06-14,300,924
2007,06-14,400,57
2007,06-14,500,358
2007,06-14,600,1416
2007,06-14,700,1901
2007,06-14,800,418
2007,06-14,900,792
2007,06-15,0,6541
2007,06-15,100,260
2007,06-15,200,228
2007,06-15,300,818
2007,06-15,400,43
2007,06-15,500,297
2007,06-15,600,1155
2007,06-15,700,1443
2007,06-15,800,482
2007,06-15,900,636
2007,06-16,0,6077
2007,06-16,100,292
2007,06-16,200,225
2007,06-16,300,872
2007,06-16,400,87
2007,06-16,500,250
2007,06-16,600,1239
2007,06-16,700,1782
2007,06-16,800,360
2007,06-16,900,664
2007,06-17,0,3121
2007,06-17,100,103
2007,06-17,200,108
2007,06-17,300,469
2007,06-17,400,20
2007,06-17,500,170
2007,06-17,600,682
2007,06-17,700,828
2007,06-17,800,196
2007,06-17,900,406
2007,06-18,0,7129
2007,06-18,100,287
2007,06-18,200,256
2007,06-18,300,896
2007,06-18,400,81
2007,06-18,500,335
2007,06-18,600,1456
2007,06-18,700,1760
2007,06-18,800,457
2007,06-18,900,705
2007,06-19,0,6685
2007,06-19,100,239
2007,06-19,200,195
2007,06-19,300,918
2007,06-19,400,65
2007,06-19,500,378
2007,06-19,600,1320
2007,06-19,700,1785
2007,06-19,800,428
2007,06-19,900,824
2007,06-20,0,7608
2007,06-20,100,296
2007,06-20,200,241
2007,06-20,300,1012
2007,06-20,400,82
2007,06-20,500,349
2007,06-20,600,1551
2007,06-20,700,1956
2007,06-20,800,493
2007,06-20,900,729
2007,06-21,0,7367
2007,06-21,100,270
2007,06-21,200,229
2007,06-21,300,1013
2007,06-21,400,54
2007,06-21,500,402
2007,06-21,600,1473
2007,06-21,700,1875
2007,06-21,800,438
2007,06-21,900,818
2007,06-22,0,6311
2007,06-22,100,302
2007,06-22,200,156
2007,06-22,300,835
2007,06-22,400,54
2007,06-22,500,247
2007,06-22,600,1240
2007,06-22,700,1756
2007,06-22,800,431
2007,06-22,900,767
2007,06-23,0,6626
2007,06-23,100,267
2007,06-23,200,185
2007,06-23,300,797
2007,06-23,400,63
2007,06-23,500,288
2007,06-23,600,1197
2007,06-23,700,1618
2007,06-23,800,364
2007,06-23,900,664
2007,06-24,0,3518
2007,06-24,100,122
2007,06-24,200,84
2007,06-24,300,362
2007,06-24,400,35
2007,06-24,500,224
2007,06-24,600,666
2007,06-24,700,869
2007,06-24,800,179
2007,06-24,900,339
2007,06-25,0,7356
2007,06-25,100,274
2007,06-25,200,193
2007,06-25,300,910
2007,06-25,400,54
2007,06-25,500,296
2007,06-25,600,1255
2007,06-25,700,2099
2007,06-25,800,618
2007,06-25,900,720
2007,06-26,0,7076
2007,06-26,100,253
2007,06-26,200,193
2007,06-26,300,924
2007,06-26,400,85
2007,06-26,500,381
2007,06-26,600,1238
2007,06-26,700,1736
2007,06-26,800,445
2007,06-26,900,666
2007,06-27,0,9217
2007,06-27,100,287
2007,06-27,200,287
2007,06-27,300,1133
2007,06-27,400,109
2007,06-27,500,382
2007,06-27,600,1667
2007,06-27,700,2085
2007,06-27,800,492
2007,06-27,900,818
2007,06-28,0,10314
2007,06-28,100,328
2007,06-28,200,251
2007,06-28,300,1060
2007,06-28,400,113
2007,06-28,500,542
2007,06-28,600,1629
2007,06-28,700,2256
2007,06-28,800,422
2007,06-28,900,907
2007,06-29,0,7533
2007,06-29,100,249
2007,06-29,200,283
2007,06-29,300,906
2007,06-29,400,61
2007,06-29,500,384
2007,06-29,600,1379
2007,06-29,700,2000
2007,06-29,800,491
2007,06-29,900,710
2007,06-30,0,6499
2007,06-30,100,276
2007,06-30,200,246
2007,06-30,300,812
2007,06-30,400,72
2007,06-30,500,277
2007,06-30,600,1282
2007,06-30,700,1812
2007,06-30,800,330
2007,06-30,900,730
2007,07-01,0,3038
2007,07-01,100,119
2007,07-01,200,140
2007,07-01,300,433
2007,07-01,400,35
2007,07-01,500,203
2007,07-01,600,574
2007,07-01,700,856
2007,07-01,800,192
2007,07-01,900,280
2007,07-02,0,6932
2007,07-02,100,339
2007,07-02,200,235
2007,07-02,300,922
2007,07-02,400,82
2007,07-02,500,309
2007,07-02,600,1442
2007,07-02,700,1903
2007,07-02,800,453
2007,07-02,900,674
2007,07-03,0,8036
2007,07-03,100,321
2007,07-03,200,235
2007,07-03,300,1024
2007,07-03,400,89
2007,07-03,500,425
2007,07-03,600,1507
2007,07-03,700,2132
2007,07-03,800,453
2007,07-03,900,825
2007,07-05,0,9591
2007,07-05,100,303
2007,07-05,200,318
2007,07-05,300,1114
2007,07-05,400,97
2007,07-05,500,481
2007,07-05,600,1790
2007,07-05,700,2430
2007,07-05,800,624
2007,07-05,900,968
2007,07-06,0,7156
2007,07-06,100,237
2007,07-06,200,210
2007,07-06,300,915
2007,07-06,400,60
2007,07-06,500,314
2007,07-06,600,1293
2007,07-06,700,1811
2007,07-06,800,419
2007,07-06,900,736
2007,07-07,0,6674
2007,07-07,100,224
2007,07-07,200,212
2007,07-07,300,941
2007,07-07,400,97
2007,07-07,500,330
2007,07-07,600,1213
2007,07-07,700,1758
2007,07-07,800,418
2007,07-07,900,750
2007,07-08,0,3417
2007,07-08,100,76
2007,07-08,200,102
2007,07-08,300,427
2007,07-08,400,34
2007,07-08,500,179
2007,07-08,600,691
2007,07-08,700,910
2007,07-08,800,231
2007,07-08,900,354
2007,07-09,0,7732
2007,07-09,100,286
2007,07-09,200,240
2007,07-09,300,891
2007,07-09,400,94
2007,07-09,500,364
2007,07-09,600,1351
2007,07-09,700,2058
2007,07-09,800,477
2007,07-09,900,616
2007,07-10,0,6693
2007,07-10,100,265
2007,07-10,200,181
2007,07-10,300,777
2007,07-10,400,69
2007,07-10,500,339
2007,07-10,600,1230
2007,07-10,700,1692
2007,07-10,800,522
2007,07-10,900,751
2007,07-11,0,7517
2007,07-11,100,291
2007,07-11,200,212
2007,07-11,300,955
2007,07-11,400,82
2007,07-11,500,409
2007,07-11,600,1416
2007,07-11,700,2205
2007,07-11,800,485
2007,07-11,900,822
2007,07-12,0,9176
2007,07-12,100,330
2007,07-12,200,265
2007,07-12,300,1015
2007,07-12,400,86
2007,07-12,500,465
2007,07-12,600,1590
2007,07-12,700,2168
2007,07-12,800,527
2007,07-12,900,889
2007,07-13,0,7545
2007,07-13,100,244
2007,07-13,200,238
2007,07-13,300,919
2007,07-13,400,70
2007,07-13,500,322
2007,07-13,600,1173
2007,07-13,700,1950
2007,07-13,800,446
2007,07-13,900,673
2007,07-14,0,6557
2007,07-14,100,249
2007,07-14,200,174
2007,07-14,300,858
2007,07-14,400,53
2007,07-14,500,316
2007,07-14,600,1352
2007,07-14,700,1780
2007,07-14,800,467
2007,07-14,900,705
2007,07-15,0,3336
2007,07-15,100,95
2007,07-15,200,98
2007,07-15,300,445
2007,07-15,400,39
2007,07-15,500,263
2007,07-15,600,619
2007,07-15,700,899
2007,07-15,800,206
2007,07-15,900,330
2007,07-16,0,7594
2007,07-16,100,293
2007,07-16,200,258
2007,07-16,300,995
2007,07-16,400,48
2007,07-16,500,456
2007,07-16,600,1624
2007,07-16,700,2030
2007,07-16,800,427
2007,07-16,900,741
2007,07-17,0,8208
2007,07-17,100,308
2007,07-17,200,253
2007,07-17,300,961
2007,07-17,400,64
2007,07-17,500,331
2007,07-17,600,1398
2007,07-17,700,2043
2007,07-17,800,459
2007,07-17,900,835
2007,07-18,0,9519
2007,07-18,100,323
2007,07-18,200,354
2007,07-18,300,1119
2007,07-18,400,109
2007,07-18,500,414
2007,07-18,600,1705
2007,07-18,700,2203
2007,07-18,800,502
2007,07-18,900,896
2007,07-19,0,8904
2007,07-19,100,339
2007,07-19,200,285
2007,07-19,300,1057
2007,07-19,400,87
2007,07-19,500,482
2007,07-19,600,1689
2007,07-19,700,2271
2007,07-19,800,565
2007,07-19,900,942
2007,07-20,0,6622
2007,07-20,100,236
2007,07-20,200,209
2007,07-20,300,983
2007,07-20,400,65
2007,07-20,500,343
2007,07-20,600,1370
2007,07-20,700,1811
2007,07-20,800,430
2007,07-20,900,713
2007,07-21,0,6373
2007,07-21,100,258
2007,07-21,200,225
2007,07-21,300,862
2007,07-21,400,98
2007,07-21,500,272
2007,07-21,600,1336
2007,07-21,700,1650
2007,07-21,800,457
2007,07-21,900,714
2007,07-22,0,3705
2007,07-22,100,115
2007,07-22,200,103
2007,07-22,300,482
2007,07-22,400,36
2007,07-22,500,173
2007,07-22,600,802
2007,07-22,700,1038
2007,07-22,800,222
2007,07-22,900,423
2007,07-23,0,7418
2007,07-23,100,231
2007,07-23,200,246
2007,07-23,300,918
2007,07-23,400,61
2007,07-23,500,289
2007,07-23,600,1334
2007,07-23,700,2039
2007,07-23,800,496
2007,07-23,900,732
2007,07-24,0,6978
2007,07-24,100,294
2007,07-24,200,257
2007,07-24,300,869
2007,07-24,400,66
2007,07-24,500,402
2007,07-24,600,1456
2007,07-24,700,1828
2007,07-24,800,411
2007,07-24,900,712
2007,07-25,0,7488
2007,07-25,100,342
2007,07-25,200,233
2007,07-25,300,1006
2007,07-25,400,65
2007,07-25,500,359
2007,07-25,600,1482
2007,07-25,700,2015
2007,07-25,800,521
2007,07-25,900,704
2007,07-26,0,8301
2007,07-26,100,302
2007,07-26,200,263
2007,07-26,300,1006
2007,07-26,400,75
2007,07-26,500,443
2007,07-26,600,1409
2007,07-26,700,1999
2007,07-26,800,470
2007,07-26,900,884
2007,07-27,0,6181
2007,07-27,100,221
2007,07-27,200,226
2007,07-27,300,917
2007,07-27,400,72
2007,07-27,500,344
2007,07-27,600,1227
2007,07-27,700,1697
2007,07-27,800,366
2007,07-27,900,725
2007,07-28,0,5783
2007,07-28,100,212
2007,07-28,200,223
2007,07-28,300,819
2007,07-28,400,81
2007,07-28,500,321
2007,07-28,600,1067
2007,07-28,700,1393
2007,07-28,800,485
2007,07-28,900,641
2007,07-29,0,3412
2007,07-29,100,104
2007,07-29,200,128
2007,07-29,300,425
2007,07-29,400,33
2007,07-29,500,217
2007,07-29,600,588
2007,07-29,700,801
2007,07-29,800,243
2007,07-29,900,347
2007,07-30,0,6528
2007,07-30,100,241
2007,07-30,200,266
2007,07-30,300,848
2007,07-30,400,67
2007,07-30,500,330
2007,07-30,600,1378
2007,07-30,700,1889
2007,07-30,800,443
2007,07-30,900,725
2007,07-31,0,6347
2007,07-31,100,277
2007,07-31,200,202
2007,07-31,300,782
2007,07-31,400,57
2007,07-31,500,265
2007,07-31,600,1228
2007,07-31,700,1872
2007,07-31,800,403
2007,07-31,900,643
2007,08-01,0,7390
2007,08-01,100,274
2007,08-01,200,270
2007,08-01,300,1043
2007,08-01,400,78
2007,08-01,500,406
2007,08-01,600,1560
2007,08-01,700,1978
2007,08-01,800,463
2007,08-01,900,935
2007,08-02,0,7647
2007,08-02,100,261
2007,08-02,200,188
2007,08-02,300,956
2007,08-02,400,59
2007,08-02,500,339
2007,08-02,600,1276
2007,08-02,700,1896
2007,08-02,800,491
2007,08-02,900,768
2007,08-03,0,6937
2007,08-03,100,203
2007,08-03,200,206
2007,08-03,300,873
2007,08-03,400,57
2007,08-03,500,332
2007,08-03,600,1328
2007,08-03,700,1923
2007,08-03,800,564
2007,08-03,900,719
2007,08-04,0,6038
2007,08-04,100,246
2007,08-04,200,214
2007,08-04,300,789
2007,08-04,400,76
2007,08-04,500,264
2007,08-04,600,1221
2007,08-04,700,1646
2007,08-04,800,317
2007,08-04,900,734
2007,08-05,0,2796
2007,08-05,100,122
2007,08-05,200,99
2007,08-05,300,366
2007,08-05,400,55
2007,08-05,500,164
2007,08-05,600,545
2007,08-05,700,900
2007,08-05,800,174
2007,08-05,900,321
2007,08-06,0,6798
2007,08-06,100,230
2007,08-06,200,176
2007,08-06,300,797
2007,08-06,400,66
2007,08-06,500,312
2007,08-06,600,1172
2007,08-06,700,1767
2007,08-06,800,465
2007,08-06,900,689
2007,08-07,0,7515
2007,08-07,100,273
2007,08-07,200,223
2007,08-07,300,1035
2007,08-07,400,104
2007,08-07,500,512
2007,08-07,600,1467
2007,08-07,700,2026
2007,08-07,800,464
2007,08-07,900,825
2007,08-08,0,8079
2007,08-08,100,311
2007,08-08,200,249
2007,08-08,300,1115
2007,08-08,400,79
2007,08-08,500,360
2007,08-08,600,1514
2007,08-08,700,2155
2007,08-08,800,466
2007,08-08,900,773
2007,08-09,0,7719
2007,08-09,100,313
2007,08-09,200,229
2007,08-09,300,903
2007,08-09,400,89
2007,08-09,500,461
2007,08-09,600,1594
2007,08-09,700,1784
2007,08-09,800,484
2007,08-09,900,894
2007,08-10,0,6377
2007,08-10,100,258
2007,08-10,200,206
2007,08-10,300,796
2007,08-10,400,62
2007,08-10,500,275
2007,08-10,600,1210
2007,08-10,700,1646
2007,08-10,800,429
2007,08-10,900,778
2007,08-11,0,5508
2007,08-11,100,238
2007,08-11,200,199
2007,08-11,300,714
2007,08-11,400,70
2007,08-11,500,308
2007,08-11,600,1035
2007,08-11,700,1445
2007,08-11,800,331
2007,08-11,900,703
2007,08-12,0,3147
2007,08-12,100,109
2007,08-12,200,112
2007,08-12,300,473
2007,08-12,400,23
2007,08-12,500,194
2007,08-12,600,571
2007,08-12,700,850
2007,08-12,800,233
2007,08-12,900,363
2007,08-13,0,6793
2007,08-13,100,225
2007,08-13,200,172
2007,08-13,300,880
2007,08-13,400,71
2007,08-13,500,315
2007,08-13,600,1198
2007,08-13,700,1824
2007,08-13,800,535
2007,08-13,900,592
2007,08-14,0,6893
2007,08-14,100,269
2007,08-14,200,203
2007,08-14,300,889
2007,08-14,400,42
2007,08-14,500,247
2007,08-14,600,1238
2007,08-14,700,1709
2007,08-14,800,387
2007,08-14,900,670
2007,08-15,0,7461
2007,08-15,100,288
2007,08-15,200,248
2007,08-15,300,1007
2007,08-15,400,64
2007,08-15,500,337
2007,08-15,600,1552
2007,08-15,700,1979
2007,08-15,800,506
2007,08-15,900,736
2007,08-16,0,7771
2007,08-16,100,327
2007,08-16,200,270
2007,08-16,300,978
2007,08-16,400,97
2007,08-16,500,394
2007,08-16,600,1576
2007,08-16,700,2055
2007,08-16,800,539
2007,08-16,900,770
2007,08-17,0,6327
2007,08-17,100,220
2007,08-17,200,192
2007,08-17,300,858
2007,08-17,400,55
2007,08-17,500,304
2007,08-17,600,1195
2007,08-17,700,1666
2007,08-17,800,486
2007,08-17,900,708
2007,08-18,0,5235
2007,08-18,100,274
2007,08-18,200,172
2007,08-18,300,836
2007,08-18,400,67
2007,08-18,500,263
2007,08-18,600,1104
2007,08-18,700,1510
2007,08-18,800,393
2007,08-18,900,710
2007,08-19,0,3178
2007,08-19,100,109
2007,08-19,200,105
2007,08-19,300,398
2007,08-19,400,36
2007,08-19,500,147
2007,08-19,600,676
2007,08-19,700,891
2007,08-19,800,173
2007,08-19,900,356
2007,08-20,0,6960
2007,08-20,100,265
2007,08-20,200,210
2007,08-20,300,923
2007,08-20,400,76
2007,08-20,500,395
2007,08-20,600,1343
2007,08-20,700,2047
2007,08-20,800,470
2007,08-20,900,643
2007,08-21,0,7091
2007,08-21,100,301
2007,08-21,200,257
2007,08-21,300,849
2007,08-21,400,87
2007,08-21,500,336
2007,08-21,600,1426
2007,08-21,700,1899
2007,08-21,800,416
2007,08-21,900,655
2007,08-22,0,8651
2007,08-22,100,332
2007,08-22,200,360
2007,08-22,300,1040
2007,08-22,400,100
2007,08-22,500,350
2007,08-22,600,1475
2007,08-22,700,2022
2007,08-22,800,532
2007,08-22,900,741
2007,08-23,0,7365
2007,08-23,100,319
2007,08-23,200,253
2007,08-23,300,903
2007,08-23,400,73
2007,08-23,500,280
2007,08-23,600,1372
2007,08-23,700,1763
2007,08-23,800,392
2007,08-23,900,731
2007,08-24,0,5940
2007,08-24,100,289
2007,08-24,200,185
2007,08-24,300,805
2007,08-24,400,58
2007,08-24,500,267
2007,08-24,600,1300
2007,08-24,700,1697
2007,08-24,800,427
2007,08-24,900,597
2007,08-25,0,6701
2007,08-25,100,211
2007,08-25,200,256
2007,08-25,300,811
2007,08-25,400,87
2007,08-25,500,320
2007,08-25,600,1345
2007,08-25,700,1829
2007,08-25,800,406
2007,08-25,900,789
2007,08-26,0,3131
2007,08-26,100,134
2007,08-26,200,103
2007,08-26,300,374
2007,08-26,400,27
2007,08-26,500,112
2007,08-26,600,622
2007,08-26,700,775
2007,08-26,800,216
2007,08-26,900,271
2007,08-27,0,6586
2007,08-27,100,276
2007,08-27,200,233
2007,08-27,300,898
2007,08-27,400,93
2007,08-27,500,278
2007,08-27,600,1246
2007,08-27,700,1794
2007,08-27,800,488
2007,08-27,900,653
2007,08-28,0,6506
2007,08-28,100,208
2007,08-28,200,210
2007,08-28,300,842
2007,08-28,400,71
2007,08-28,500,289
2007,08-28,600,1264
2007,08-28,700,1786
2007,08-28,800,419
2007,08-28,900,699
2007,08-29,0,7653
2007,08-29,100,337
2007,08-29,200,217
2007,08-29,300,1014
2007,08-29,400,86
2007,08-29,500,270
2007,08-29,600,1404
2007,08-29,700,1913
2007,08-29,800,494
2007,08-29,900,757
2007,08-30,0,7218
2007,08-30,100,297
2007,08-30,200,246
2007,08-30,300,995
